stage_name,full_name,date_of_birth,group,country,birthplace,gender,instagram
Yewang,Seo Yewang,2005-03-12,EPEX,South Korea,,M,
XiaoTing,Shen Xiao Ting,1999-11-12,Kep1er,China,,F,
Hyoyeon,Kim Hyoyeon,1989-09-22,SNSD,South Korea,Incheon,F,watasiwahyo
Yonghoon,Jin Yonghoon,1994-08-17,Onewe,South Korea,,M,
RM,Kim Namjoon,1994-09-12,BTS,South Korea,Ilsan,M,
Yuki,Lim Jiyeon,2002-01-30,Saturday,South Korea,,F,
Yuki,Mori Koyuki,2002-11-06,Purple Kiss,Japan,,F,
Bom,Park Bom,1984-03-24,2NE1,South Korea,,F,haroobommi
Hyeji,Jeong Hyeji,1992-04-02,4TEN,South Korea,Seoul,F,
Eunsung,Lee Eunsung,2000-09-07,TheEastLight,South Korea,,M,
Babysoul,Lee Soojung,1992-07-06,Lovelyz,South Korea,Gwangju,F,
Eunbi,Kwon Eunbi,1995-09-27,IZ*ONE,South Korea,Seoul,F,
Bitto,Lee Changhyun,1996-08-24,UP10TION,South Korea,Dongducheon,M,
Chungha,Kim Chungha,1996-02-09,,South Korea,Dallas,F,
Wonwoo,Jeon Wonwoo,1996-07-17,Seventeen,South Korea,Changwon,M,
Allen,Allen Ma,1999-04-26,CRAVITY,USA,,M,
Alice,Cheon Jaeyoung,2002-02-20,TRACER,South Korea,,F,
Alice,Song Joohee,1990-03-21,Hello Venus,South Korea,Wonju,F,jh.song_alice
Gowon,Park Chaewon,2000-11-19,LOONA,South Korea,,F,
Younghoon,Kim Younghoon,1997-08-08,The Boyz,South Korea,,M,
Hyomin,Park Sunyoung,1989-05-30,T-ara,South Korea,Busan,F,hyominnn
Yunkyung,Seo Yunkyung,2001-11-01,Rocket Punch,South Korea,,F,
Kyuhwan,Lee Kyuhwan,1994-09-18,SIGNAL,South Korea,,M,
Kanghyun,Kang Hyungu,1998-11-24,Onewe,South Korea,,M,
Xiyeon,Park Junghyun,2000-11-14,Pristin,South Korea,,F,
Sebin,Jang Sebin,1996-04-24,SNUPER,South Korea,Pocheon,M,
Tan,Choi Seokwon,1996-08-25,Ciipher,South Korea,,M,
Jihan,Han Jihyo,2004-07-12,Weeekly,South Korea,,F,
Tsuki,Fukutomi Tsuki,2002-09-21,Billlie,Japan,,F,
Jennie,Kim Jennie,1996-01-16,BLACKPINK,South Korea,Anyang,F,
Sika,Ren Shika,1995-08-22,,China,,F,
Chaesol,Maeng Chaesol,1998-07-14,Cignature,South Korea,Yeosu,F,
Woobin,Jeong Woobin,2000-04-01,Luminous,South Korea,Busan,M,
Woobin,Seo Woobin,2000-10-16,CRAVITY,South Korea,,M,
Key,Kim Kibum,1991-09-23,SHINee,South Korea,Daegu,M,
Eseo,Noh Hyunjung,1996-03-04,LUNARSOLAR,South Korea,,F,
Suho,Kim Junmyeon,1991-05-22,EXO,South Korea,Seoul,M,
Lien,Shimada Sho,1998-03-11,Mirae,Japan,Osaka,M,
Nakyung,Lee Nakyung,2000-06-01,fromis_9,South Korea,Mungyeong,F,
Eun Hwi,Eun Hwi,2004-11-11,TNX,South Korea,,M,
Donghan,Kim Donghan,1998-07-03,WEi,South Korea,Daegu,M,
Nari,Kim Nari,1992-10-05,Wassup,South Korea,,F,
Woozi,Lee Jihoon,1996-11-22,Seventeen,South Korea,Busan,M,
Hakmin,Lee Hakmin,2000-09-20,TRCNG,South Korea,,M,
Hohyeon,Lee Hohyeon,2001-10-14,TRCNG,South Korea,,M,
Jingyu,Lee Jingyu,1998-04-22,Astin,South Korea,,M,
V,Kim Taehyung,1995-12-30,BTS,South Korea,Daegu,M,
Roel,Kim Sunho,1997-02-13,ARGON,South Korea,,M,
Minho,Choi Minho,1991-12-09,SHINee,South Korea,Incheon,M,
Minho,Lee Minho,1995-09-04,MY.st,South Korea,,M,
Minjoo,Kim Minjoo,2001-02-05,IZ*ONE,South Korea,Seoul,F,
Umji,Kim Yewon,1998-08-19,VIVIZ,South Korea,Incheon,F,
Sheon,Kim Suyeon,2003-01-28,Billlie,South Korea,,F,
Wontak,Ju Wontak,1996-02-24,,South Korea,,M,/j_wontagii/
Ayamy,Suzuki Ayami,2000-07-15,Bling Bling,Japan,,F,
Zuho,Bae Juho,1996-07-04,SF9,South Korea,,M,
Junhyung,Son Junhyung,2000-10-21,Ghost9,South Korea,,M,
Junhyung,Yong Junyung,1989-12-19,Highlight,South Korea,Seoul,M,
Hyunwoo,Baek Hyunwoo,1999-03-19,D-CRUNCH,South Korea,,M,
Hyunwoo,Kim Hyunwoo,2001-01-21,TRCNG,South Korea,,M,
Sanghoon,Lee Sanghoon,1993-12-23,,South Korea,Cheongju,M,
Niel,Ahn Daniel,1994-08-16,Teen Top,South Korea,Anyang,M,
Jaeyoon,Lee Jaeyoon,1994-08-09,SF9,South Korea,,M,
Dongwoon,Son Dongwoon,1991-06-06,Highlight,South Korea,Busan,M,
Taehun,Choi Taehun,2002-11-19,TNX,South Korea,,M,
Taehun,Lee Taehoon,2000-03-21,NINE.i,South Korea,,M,
Castle J,Son Sangjoon,1999-05-31,MCND,South Korea,,M,
Seoyul,Seo Yuri,1997-11-26,Berry Good,South Korea,,F,
Arang,Park Yerim,2001-01-22,Pink Fantasy,South Korea,,F,
Arang,Son Mnjung,2000-03-08,,South Korea,,F,sunghyuk_seo
Lai Kuanlin,Lai Kuanlin,2001-09-23,Wanna One,Taiwan,New Taipei,M,
Chanmi,Kim Chanmi,1996-06-19,AoA,South Korea,Gumi,F,chanmi_96a
Krystal,Krystal Jung,1994-10-24,f(x),South Korea,San Francisco,F,vousmevoyez
Gaon,Beom Gaon,2001-03-09,Bonus Baby,South Korea,,F,
Liyah,Moon Liya,2000-05-11,MIXX,South Korea,,F,
Jackson,Jackson Wang,1994-03-28,GOT7,Hong Kong,Hong Kong,M,
Lily,Lily Jin Morrow,2002-10-17,NMIXX,Australia,Marysville,F,
Seyong,Kim Seyong,1991-11-20,MYNAME,South Korea,Busan,M,
Jamie,Park Jimin,1997-07-05,15&,South Korea,Junggu,F,jiminxjamie
Sullyoon,Seol Yoona,2004-01-26,NMIXX,South Korea,,F,
Changbum,Woo Changbum,1993-10-07,,South Korea,Sokcho,M,
Songhee,Yoon Songhee,1998-11-08,BVNDIT,South Korea,,F,
Chaelin,Lee Chaelin,1999-10-20,FANATICS,South Korea,,F,
Sujin,Bang Sujin,1996-06-26,Wassup,South Korea,,F,
Jongho,Choi Jongho,2000-10-12,ATEEZ,South Korea,,M,
Mayna,Shaoxi Mengna,2000-05-12,HOT ISSUE,China,,F,
Hikaru,Ezaki Hikaru,2004-03-12,Kep1er,Japan,,F,
Moko,Sakura Moko,1991-03-19,Honey Popcorn,Japan,,F,
Q,Ji Changmin,1998-11-05,The Boyz,South Korea,,M,
St. Van,Lee Geumhyuk,1991-12-22,VAV,South Korea,,M,
Huihyeon,Ki Huihyeon,1995-06-16,DIA,South Korea,Namwon,F,
Sangah,Yoo Sangah,2002-09-04,LIGHTSUM,South Korea,Incheon,F,
Jongseob,Kim Jongseob,2005-11-19,P1Harmony,South Korea,,M,
Go_U,Jang Junho,2001-06-15,BLITZERS,South Korea,,M,
Narachan,Jung Hyunwoo,1996-09-23,MONT,South Korea,,M,
Jaehyo,Ahn Jaehyo,1990-12-23,Block B,South Korea,Busan,M,
Semi,Gu Semi,2002-04-10,Cignature,South Korea,,F,
Hanbin,Ngo Ngoc Hung,1998-01-19,TEMPEST,Vietnam,,M,
Minsung,Kim Minhwi,1996-12-24,Romeo,South Korea,,M,
Yukyung,Lee Yukyung,1999-11-05,ALICE,South Korea,,F,
Sanga,Lee Sanga,1999-08-05,,South Korea,,F,
Sanha,Yoon Sanha,2000-03-21,ASTRO,South Korea,Seoul,M,
Junghun,Jang Junghun,1999-02-27,Astin,South Korea,,M,
Junji,Kim Junhyung,1998-04-06,OnlyOneOf,South Korea,,M,
Moonbyul,Moon Byulyi,1992-12-22,Mamamoo,South Korea,Bucheon,F,
Minjun,Kim Minjun,1999-02-26,NINE.i,South Korea,,M,
Jen,Kim Yehyeon,1997-03-27,UNVS,South Korea,,M,
Sei,Lee Seojung,2000-01-07,Weki Meki,South Korea,,F,
Heejoo,Jeon Heejoo,1996-11-30,Ho1iday,South Korea,,F,
EunB,Byun Eunbi,2000-11-23,PRECIOUS,South Korea,Busan,F,
EunB,Shin Eunbi,2000-09-17,Maka Maka,South Korea,,F,
Soohyun,Shin Soohyun,1989-03-11,U-KISS,South Korea,Pocheon,M,
Ilhoon,Jung Ilhoon,1994-10-04,BtoB,South Korea,Seoul,M,
Saebyeok,Shim Jaeyoung,1996-11-09,Ho1iday,South Korea,,F,
Jooyeon,Lee Jooyeon,1987-03-19,,South Korea,Seoul,F,jupppal
Boram,Jeon Boram,1986-03-22,,South Korea,Seoul,F,bo_ram_0322
Miyeon,Jo Miyeon,1997-01-31,(G)I-DLE,South Korea,,F,
Yeonkyu,Kim Yeonkyu,2004-05-03,ATBO,South Korea,Seoul,M,
U,Mizuguchi Yuto,1999-03-16,ONF,Japan,Osaka,M,
U,Sun Hengyu,2001-06-22,BLANK2Y,China,,M,
Jeongyeon,Yoo Jeongyeon,1996-11-01,Twice,South Korea,Suwon,F,
Jaebin,Deung Bin,1997-02-13,VARSITY,China,Hunan,M,
Hyuk,Han Sanghyuk,1995-07-05,VIXX,South Korea,Daejeon,M,
Hyuk,Koo Bonhyuk,2000-04-17,TEMPEST,South Korea,,M,
Hyuk,Yang Hyuk,2000-03-15,OMEGA X,South Korea,,M,
J-Us,Lee Seungjoon,1995-01-13,ONF,South Korea,Seoul,M,
Nason,Kim Duyeop,1995-06-12,CHECKMATE,South Korea,,M,
Sangho,Jo Sangho,1995-02-10,SNUPER,South Korea,Changwon,M,
Jonghyeong,Kim Jonghyeong,2002-04-13,Dongkiz,South Korea,,M,
AhIn,Lee Ahin,1999-09-27,MOMOLAND,South Korea,Wonju,F,
Eli,Ellison Kim,1991-03-13,U-KISS,USA,Los Angeles,M,
Chanty,Maria Chantal Videla,2002-12-15,Lapillus,Philippines,Manila,F,
Sandeul,Lee Junghwan,1992-03-20,B1A4,South Korea,Busan,M,
Junghwan,So Junghwan,2005-02-18,Treasure,South Korea,,M,
Yezi,Lee Yeji,1994-08-26,Fiestar,South Korea,Gangneung,F,-
J.YOU,Kim Jaeyu,2000-11-02,TOO,South Korea,,M,
Hitomi,Honda Hitomi,2001-10-06,IZ*ONE,Japan,Toghichi,F,
Dongyun,Kim Dongyun,2002-02-18,DRIPPIN,South Korea,,M,
Tiffany,Hwang Miyoung,1989-08-01,SNSD,South Korea,San Francisco,F,xolovestephi
Seunghan,Lee Seunghan,1996-02-22,DUSTIN,South Korea,,M,
Jaehyuk,Yoon Jaehyuk,2001-07-23,Treasure,South Korea,,M,
Lina,Oh Hyesoo,1997-05-23,RedSquare,South Korea,,F,
Lina,Oh Sejin,1997-07-27,ANS,South Korea,,F,
Daeyeol,Lee Daeyeol,1993-02-11,Golden Child,South Korea,Yongin,M,
Haram,Kim Haram,2001-01-13,Billlie,South Korea,,F,
Momo,Hirai Momo,1996-11-09,Twice,Japan,Kyoto,F,
Zin,Jin Hyunbin,2001-08-31,bugAboo,South Korea,,F,
Andy,Lee Sunho,1981-01-21,Shinhwa,South Korea,Seoul,M,
Andy,Lui Chunyeung,1994-10-06,7 O'clock,Hong Kong,,M,
Sungjong,Lee Sungjong,1993-09-03,Infinite,South Korea,Gwangju,M,
Xia Junsu,Kim Junsu,1986-12-15,JYJ,South Korea,,M,
Rina,Kang Soeun,2001-09-27,Weki Meki,South Korea,,F,
Lena,Kang Rena,2002-04-17,GWSN,South Korea,,F,
Taecyeon,Ok Taecyeon,1988-12-27,2PM,South Korea,Busan,M,
Seonyu,Kim Seonyu,2008-03-20,CLASS:y,South Korea,,F,
Kelly,Lin Kelly,2002-01-16,TRI.BE,Taiwan,Kaohsiung,F,
Yeji,Hwang Yeji,2000-05-26,ITZY,South Korea,Seoul,F,
Jungah,Kim Jungah,1983-08-02,,South Korea,Incheon,F,i_am_jjunga
Haruna,Osato Haruna,2006-01-30,Billlie,Japan,,F,
Blue,Jung Gahee,1994-01-18,Pungdeng-E,South Korea,Gwangju,F,
Kio,Udo Musashi,2004-11-28,T1419,South Korea,,M,
Yibo,Wang Yibo,1997-08-05,UNIQ,China,,M,
Yeoreum,Ahn Chaeyeon,1996-06-04,Hello Venus,South Korea,,F,
Yeoreum,Lee Jinsook,1999-01-10,Cosmic Girls,South Korea,Seoul,F,
Kiwon,Lee Kiwon,1996-06-27,GIDONGDAE,South Korea,,M,kiwon_1810
Song,Song Yunhyeong,1995-02-08,iKON,South Korea,,M,
Rakwon,Seok Rakwon,2003-11-14,ATBO,South Korea,,M,
BamBam,Kunpimook Bhuwakul,1997-05-02,GOT7,Thailand,Bangkok,M,
Jeonghan,Yoon Jeonghan,1995-10-04,Seventeen,South Korea,Seoul,M,
Elly,Jung Haerim,1998-07-20,Weki Meki,South Korea,,F,
Sungjun,Lee Sungjun,2002-06-15,BLANK2Y,South Korea,,M,
Sungjun,Oh Sungjun,2005-08-30,TNX,South Korea,Dalcheon,M,
Sungjun,Park Sungjun,1992-12-17,Boys Republic,South Korea,Ansan,M,
JooA,Lee Juhyun,2002-03-04,Hi-L,South Korea,,F,
Lune,Jung Sungmin,2000-02-27,DKB,South Korea,,M,
D.O.,Do Kyungsoo,1993-01-12,EXO,South Korea,Gyeonggi,M,
Yunseong,Hwang Yunseong,2000-10-30,DRIPPIN,South Korea,,M,
Jessica,Jessica Jung,1989-04-18,,South Korea,,F,jessica.syj
Minzy,Kong Minji,1994-01-18,2NE1,South Korea,,F,
Yena,Choi Yena,1999-09-29,IZ*ONE,South Korea,Seoul,F,
Yena,Jeong Yena,2000-04-10,G-reyish,South Korea,,F,
Yena,Yang Yena,2000-05-22,APRIL,South Korea,Daegu,F,
Chahee,Park Sooyoung,1996-03-24,MELODYDAY,South Korea,,F,hichaheebye
Jinho,Jo Jinho,1992-04-17,PENTAGON,South Korea,,M,
Hyejeong,Shin Hyejeong,1993-08-10,AoA,South Korea,Seoul,F,dongdong810
Ailee,Lee Yejin,1989-05-30,,South Korea,Denver,F,aileeonline
Joo E,Lee Joowon,1999-08-18,MOMOLAND,South Korea,Bucheon,F,
BoA,Kwon Boa,1986-11-05,,South Korea,Guri,F,boakwon
Simyeong,Lee Simyeong,1999-05-27,BVNDIT,South Korea,,F,
Suhyeon,Kim Seunghyun,1988-04-19,S#aFLA,South Korea,,F,
Suhyeon,Kim Suhyun,2000-01-15,Billlie,South Korea,Daegu,F,
Byungchan,Choi Byungchan,1997-11-12,VICTON,South Korea,,M,
Dan-a,Park Seungyeon,1993-06-26,Matilda,South Korea,,F,
Bae,Bae Jinsol,2004-12-28,NMIXX,South Korea,,F,
Yejun,Oh Yejun,2002-08-23,E'LAST,South Korea,,M,
Hyojin,Kim Hyojin,1994-04-22,ONF,South Korea,Seoul,M,
YeeEun,Jang Yeeun,1998-08-10,CLC,South Korea,Dongducheon,F,
Sooyoung,Choi Sooyoung,1990-02-10,SNSD,South Korea,Gwangju,F,hotsootuff
Seunghee,Hyun Seunghee,1996-01-25,Oh My Girl,South Korea,Chuncheon,F,
Seunghee,Oh Seunghee,1995-10-10,CLC,South Korea,Gwangju,F,
Yenny,Park Yeeun,1989-05-26,Wonder Girls,South Korea,Goyang,F,hatfelt
Villain,Lee Seunghyun,1998-07-17,Spectrum,South Korea,,M,
Chaewon,Kim Chaewon,2000-08-01,LE SSERAFIM,South Korea,Seoul,F,
Chaewon,Lee Chaewon,2000-03-18,Maka Maka,South Korea,,F,
Chaewon,Yoon Chaewon,2003-06-04,CLASS:y,South Korea,,F,
Wooshin,Kim Wooseok,1996-10-27,UP10TION,South Korea,Daejeon,M,
Woolim,Hwang Woolim,1996-08-29,Playback,South Korea,,F,
Miya,Miyauchi Haruka,1993-05-26,GWSN,Japan,,F,
Jibeom,Kim Jibeom,1999-02-03,Golden Child,South Korea,,M,
Jiahn,Yoo Jiahn,1992-04-01,IN2IT,South Korea,,M,
Seokhwa,Kang Seokhwa,2000-12-01,WEi,South Korea,,M,
Douhyun,Yoo Douhyun,2000-12-25,Mirae,South Korea,,M,
Loha,Kang Yejin,2001-12-27,Nature,South Korea,,F,
Dara,Park Sandara,1984-11-12,2NE1,South Korea,,F,daraxxi
Bullet,Jin Junwoo,1995-12-02,VARSITY,South Korea,Seoul,M,
Kwangmin,Jo Kwangmin,1995-04-24,Boyfriend,South Korea,Anyang,M,
Haru,Abe Haruno,2000-02-21,NATURE,Japan,,F,
Haru,Han Sangsook,1994-07-06,Gate9,South Korea,Bucheon,F,hanharuuu
Haru,Lee Yoojeong,1997-02-26,Ho1iday,South Korea,,F,
Kyla,Kyla Massie,2001-12-26,Pristin,USA,California,F,
Lee Know,Lee Minho,1998-10-25,Stray Kids,South Korea,Gimpo,M,
Victoria,Song Qian,1987-02-02,f(x),China,Qingdao,F,victoria02_02
Hyejin,Baek Hyejin,1996-11-21,4TEN,South Korea,Sacheon,F,
Hyejin,Kang Hyejin,2000-07-13,CRAXY,South Korea,,F,
Milo,Kim Minhak,1996-08-20,Romeo,South Korea,,M,
Kwanghee,Hwang Kwanghee,1988-08-25,ZE:A,South Korea,Paju,M,
Samuel,Kim Samuel,2002-01-17,,South Korea,Los Angeles,M,
Seungjun,Ji Seungjun,1998-09-15,Astin,South Korea,,M,
J-Hoon,Lim Junghoon,1990-07-15,B.I.G,South Korea,Seoul,M,
Nada,Yoon Yejin,1991-05-24,,South Korea,,F,
Daon,Ahn Seonil,2000-12-10,DUSTIN,South Korea,,M,
Della,Park Sehyun,1995-09-03,Rockit Girl,South Korea,,F,
Jungmo,Koo Jungmo,2000-02-05,CRAVITY,South Korea,,M,
EJ,Kim Eunji,1997-08-13,ALICE,South Korea,,F,
Namjoo,Kim Namjoo,1995-04-15,Apink,South Korea,Seoul,F,sarangdungy
Gohyeon,Go Hyeon,1994-10-01,14U,South Korea,,M,
Ayeon,Son Minji,2002-09-29,Saturday,South Korea,,F,
Dajeong,Jung Dajeong,2003-07-31,Pixy,South Korea,,F,
Dajeong,Kim Dajeong,1995-08-08,Hashtag,South Korea,Gwangju,F,
Yoosung,Jeong Yoosung,1992-10-08,,South Korea,,M,
Yuto,Adachi Yuto,1998-01-23,PENTAGON,Japan,,M,
Gikwang,Lee Gikwang,1990-03-30,Highlight,South Korea,Gwangju,M,
Swan,Kim Suan,2000-12-28,CRAXY,South Korea,,F,
Swan,Park Soojin,2003-07-11,Purple Kiss,South Korea,,F,
Elkie,Chong Ting Yan,1998-11-02,,Hong Kong,Hong Kong,F,
Winter,Kim Minjung,2001-01-01,aespa,South Korea,Yangsan,F,
Sumin,Bae Sumin,2001-03-13,STAYC,South Korea,Pohang,F,
Sumin,Ji Sumin,1994-03-03,Sonamoo,South Korea,Yongin,F,
Sumin,Park Sumin,2001-09-09,Dreamnote,South Korea,,F,
Xiao,Lee Dongyeol,1998-12-13,UP10TION,South Korea,Busan,M,
Mill,Lee Yongsoo,1999-03-30,OnlyOneOf,South Korea,,M,
Jooheon,Lee Jooheon,1994-10-06,MONSTA X,South Korea,Daegu,M,
Wooyeop,Jo Wooyeop,2000-09-27,TRCNG,South Korea,,M,
Himchan,Kim Himchan,1990-04-19,B.A.P,South Korea,Seoul,M,
Lara,Moon Shinae,2000-08-09,Dreamnote,South Korea,,F,
Yeseo,Kang Yeseo,2005-08-22,Kep1er,South Korea,,F,
Hongbin,Lee Hongbin,1993-09-29,VIXX,South Korea,Seoul,M,
Lim Jimin,Lim Jimin,2001-05-22,JUST B,South Korea,,M,
Sangmin,Kim Sangmin,1992-07-07,CROSS GENE,South Korea,Jinju,M,
Jewon,Woo Jewon,1998-11-28,NINE.i,South Korea,,M,
Doyeon,Kim Doyeon,1999-12-04,Weki Meki,South Korea,Incheon,F,
Medic Jin,Bae Yujin,1996-08-25,Girlkind,South Korea,,F,
Geonu,Lee Geonwoo,2001-02-02,JUST B,South Korea,,M,
Heesu,Kim Heesu,1998-03-24,Maka Maka,South Korea,,F,
Jinkwon,Kim Jinkwon,2001-01-31,Newkidd,South Korea,,M,
Sya,Lee Junyoung,2002-09-09,BLITZERS,South Korea,,M,
Lua,Kim Sookyung,2000-10-06,Weki Meki,South Korea,,F,
Kris,Wu Yifan,1990-11-06,,Canada,Guangzhou,M,
Handong,Han Dong,1996-03-26,Dreamcatcher,China,Wuhan,F,
Kidoh,Jin Hyosang,1992-12-16,,South Korea,Seoul,M,
Donghyuk,Park Donghyuk,1999-12-18,BLANK2Y,South Korea,,M,
Yiyeon,Jung Dasol,1995-05-28,BVNDIT,South Korea,,F,
Momoka,Matsuda Momoka,2000-12-26,Pink Fantasy,Japan,,F,
New Sun,Choi Yoonsun,1997-06-19,Sonamoo,South Korea,,F,
Bomin,Choi Bomin,2000-08-24,Golden Child,South Korea,,M,
Bomin,Kim Bomin,2001-09-24,RedSquare,South Korea,Gwangju,F,
Ida,Ko Chaeyoung,2000-05-19,MAJORS,South Korea,,F,
Mimi,Jung Mimi,1993-01-01,Gugudan,South Korea,,F,
Mimi,Kim Mihyun,1995-05-01,Oh My Girl,South Korea,Jeju,F,
Siwan,Yim Siwan,1988-12-01,ZE:A,South Korea,Busan,M,
Taerae,Kim Taerae,2002-09-05,TEMPEST,South Korea,,M,
A-min,Cho Minwoo,2004-05-22,EPEX,South Korea,Namyangju,M,
Hyosun,Lim Hyosun,1998-07-10,H.U.B,South Korea,,F,
Kaeun,Lee Kaeun,1994-08-20,After School,South Korea,Seoul,F,realkkaaanngg
Aeji,Kwon Aeji,1999-10-25,Hashtag,South Korea,Daegu,F,
Minjung,Cha Minjung,2004-07-15,,South Korea,,F,
Noeul,No Eul,1989-05-10,Rainbow,South Korea,Jeonju,F,
Taeeun,Moon Taeeun,2000-02-09,IM,South Korea,,M,
Sihyoung,Kim Sihyoung,1992-05-15,HISTORY,South Korea,Busan,M,
Zelo,Choi Junhong,1996-10-15,B.A.P,South Korea,Mokpo,M,
Gaeun,Cho Kaeun,1992-07-28,,South Korea,Changwon,F,
Miso,Jeon Jimin,2000-10-25,Dreamnote,South Korea,,F,
Miso,Park Jihyun,1996-09-16,P.O.P,South Korea,Busan,F,
Miso,Park Miso,1991-04-04,Tahiti,South Korea,Gwangju,F,
Sangil,Shim Sangil,1993-05-01,SNUPER,South Korea,Seoul,M,
Aisha,Heo Yoorim,2000-07-21,Everglow,South Korea,,F,
Xeheun,Lee Seheun,1999-07-11,Girlkind,South Korea,,F,
Jeewon,Kim Jiwon,1999-04-01,Cignature,South Korea,Busan,F,
KB,Shin Kyubin,1994-04-23,OnlyOneOf,South Korea,,M,
Haebin,Han Haebin,1995-08-16,Gugudan,South Korea,,F,
Giselle,Uchinaga Aeri,2000-10-30,aespa,Japan,,F,
Keum,Keum Donghyun,2003-05-14,EPEX,South Korea,Okcheon,M,
Gowoon,Moon Joojeong,1998-12-18,Berry Good,South Korea,,F,
Linzy,Im Minji,1989-10-22,Fiestar,South Korea,Incheon,F,linzy_minji
Daye,Kim Hyunjung,1998-02-25,Berry Good,South Korea,,F,
J,Jang Yeeun,2004-12-09,STAYC,South Korea,Daejeon,F,
J,Lee Yeji,1998-02-12,ANS,South Korea,,F,
Chaejeong,Lee Chaejeong,1999-08-26,ALICE,South Korea,,F,
Daeil,Kim Daeil,1992-05-10,,South Korea,Busan,M,
Peniel,Shin Donggeun,1993-03-10,BtoB,South Korea,Chicago,M,
Laon,Shin Kyuhyun,1995-12-19,ENOi,South Korea,,M,
Hangyeom,Song Hangyeom,1996-07-17,OMEGA X,South Korea,,M,
Sohyun,Kwon Sohyun,1994-08-30,4minute,South Korea,Seoul,F,kkwonsso_94
Woodam,Park Woodam,1995-08-02,D1CE,South Korea,,M,
Jin,Kim Seokjin,1992-12-04,BTS,South Korea,Gwacheon,M,
Dey,Kim Sehyun,2003-06-11,YOUNITE,South Korea,,M,
Seungkwan,Boo Seungkwan,1998-01-16,Seventeen,South Korea,Jeju,M,
Jiwoo,Jeon Jiwoo,1996-10-04,KARD,South Korea,,F,
Jiwoo,Kim Jiwoo,2005-04-13,NMIXX,South Korea,,F,
Jiwoo,Lee Jiwoo,2005-10-24,tripleS,South Korea,,F,
Jeonghee,Go Jeonghee,2000-03-11,Favorite,South Korea,Incheon,F,
Bang Chan,Bang Chan,1997-10-03,Stray Kids,Australia,Sydney,M,
Ashley,Ashley Choi,1991-11-09,Ladies' Code,South Korea,Incheon,F,
Jiyoon,Jeon Jiyoon,1990-10-15,4minute,South Korea,Seoul,F,jenyerjiyoon
Jiyoon,Shin Jiyoon,2002-03-02,,South Korea,,F,
Jiyoon,Woo Jiyoon,1996-01-06,Bolbbalgan4,South Korea,Yeongju,F,
Lime,Kim Hyerim,1993-01-19,Hello Venus,South Korea,,F,hv_lime
Chani,Kang Chanhee,2000-01-17,SF9,South Korea,,M,
Jane,Sung Jiyeon,1997-12-20,MOMOLAND,South Korea,Changwon,F,
Aini,Kim Heejung,1991-07-13,,South Korea,,F,
Moon Sua,Moon Sua,1999-09-09,Billlie,South Korea,Cheongju,F,
Seyeon,Park Seyeon,2001-05-06,Purplebeck,South Korea,,F,
Minwoo†,Seo Minwoo,1985-02-08,100%,South Korea,Daegu,M,
Sana,Minatozaki Sana,1996-12-29,Twice,Japan,Osaka,F,
Junhyeok,Kim Junhyeok,1993-07-17,,South Korea,,M,
Iaan,Yoo Dongju,2002-03-22,XUM,South Korea,,F,sunghyuk_seo
Hyungseo,Myeong Hyeongseo,2001-06-25,CLASS:y,South Korea,,F,
Miko,Matsuda Miko,1995-10-28,Honey Popcorn,Japan,,F,
Sejin,Lee Sejin,1999-07-22,14U,South Korea,,M,
Shinyoung,Park Shinyoung,2000-03-19,G-reyish,South Korea,,F,
Dokyun,Na Dokyun,1991-02-11,HISTORY,South Korea,Daejeon,M,
Kongyeol,Go Minsoo,1996-05-19,UP10TION,South Korea,Bucheon,M,
Yuuri,Tokunaga Yuuri,2001-05-16,LUNARSOLAR,Japan,,F,
Seola,Kim Hyunjung,1994-12-24,Cosmic Girls,South Korea,Seoul,F,seola_s
Hanbyul,Kyung Hanbyul,2005-07-01,PRECIOUS,South Korea,Seoul,F,
Minju,Kang Minjoo,2001-03-11,GWSN,South Korea,,F,
Jihoon,Park Jihoon,2000-03-14,Wanna One,South Korea,Masan,M,
Bahiyyih,Huening Bahiyyih,2004-07-27,Kep1er,USA,,F,
Chaehyun,Kim Chaehyun,2002-04-26,Kep1er,South Korea,,F,
Seunghyun,Lee Seunghyun,2001-12-31,TheEastLight,South Korea,,M,
Seunghyun,Song Seungyun,1992-08-21,FTISLAND,South Korea,Seoul,M,
Jeongmin,Lee Jeongmin,1994-02-01,Boyfriend,South Korea,Suwon,M,
Surin,Kim Surin,1991-12-27,Two X,South Korea,,F,
Eunji,Hong Eunji,1992-07-19,Brave Girls,South Korea,Seoul,F,
Eunji,Jung Eunji,1993-08-18,Apink,South Korea,Busan,F,artist_eunji
Satbyeol,Jeon Yujin,2001-02-27,Pixy,South Korea,,F,
Yongguk,Bang Yongguk,1990-03-31,B.A.P,South Korea,Incheon,M,
Jaehyun,Bong Jaehyun,1999-01-04,Golden Child,South Korea,,M,
Jaehyun,Jung Yoonoh,1997-02-14,NCT,South Korea,Seoul,M,
Jaehyun,Kim Jaehyun,1994-07-15,N.Flying,South Korea,Seoul,M,
Taeyang,Dong Youngbae,1988-05-18,BIGBANG,South Korea,Uljeongbu,M,
Taeyang,Yoo Taeyang,1997-02-28,SF9,South Korea,,M,
Liz,Kim Jiwon,2004-11-21,IVE,South Korea,,F,
Chanyeol,Park Chanyeol,1992-11-27,EXO,South Korea,Seoul,M,
